-52.5,68.9,212.4,314.8,-141.1,275.3,54.5,0.0,-5.6,1.0,1.0,1.0,1.0,0.0,6.6,0.0,0.0,0.0,0.0,1.0,-164.7
-52.2,12.6,-46.9,-4.7,-65.7,-6.7,-31.8,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.9
25.1,-41.4,-57.4,-72.0,71.5,-95.8,-21.1,0.0,1.5,-1.0,0.0,0.0,0.0,0.0,-1.5,1.0,0.0,0.0,0.0,0.0,28.3
31.6,7.3,-116.2,-103.8,40.2,-82.0,-29.6,0.0,1.6,0.0,-1.0,0.0,0.0,0.0,-1.6,0.0,1.0,0.0,0.0,0.0,18.3
-0.7,27.9,19.4,-42.8,39.0,27.4,4.7,0.0,0.7,0.0,0.0,-1.0,0.0,0.0,-0.7,0.0,0.0,1.0,0.0,0.0,69.1
-3.6,-62.7,-58.2,-96.2,-9.7,-124.9,-8.4,0.0,1.9,0.0,0.0,0.0,-1.0,0.0,-1.9,0.0,0.0,0.0,1.0,0.0,49.0
0.3,1.1,1.6,1.8,0.3,1.8,0.7,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
