0.015831;0.1564;0.5267;0.8707;1.030
0.017006;0.1642;0.5365;0.8521;1.020
0.018187;0.1593;0.5336;0.8492;1.015
0.019153;0.1632;0.5355;0.8512;1.019
0.019692;0.1671;0.5443;0.8502;1.023
0.020307;0.1652;0.5345;0.8541;1.021
0.020778;0.1612;0.5306;0.8639;1.027
0.021257;0.1671;0.5355;0.8736;1.038
0.021788;0.1710;0.5345;0.8727;1.038
0.022340;0.1642;0.5297;0.8736;1.035
0.022815;0.1739;0.5365;0.8707;1.037
0.025506;0.1573;0.5365;0.8707;1.035
0.045416;0.1671;0.5297;0.8668;1.029
0.046456;0.1652;0.5287;0.8678;1.029
0.046966;0.1720;0.5326;0.8551;1.022
0.047467;0.1700;0.5326;0.8600;1.026
0.051402;0.1720;0.5336;0.8619;1.028
0.083829;0.1661;0.5267;0.8473;1.011
0.084767;0.1681;0.5336;0.8502;1.018
0.085263;0.1642;0.5297;0.8590;1.022
0.085775;0.1691;0.5316;0.8600;1.025
0.086325;0.1739;0.5297;0.8697;1.033
0.086752;0.1720;0.5326;0.8580;1.024
0.087285;0.1642;0.5365;0.8707;1.036
0.094249;0.1710;0.5355;0.8619;1.029
0.095050;0.1681;0.5394;0.8600;1.029
0.112104;0.1652;0.5385;0.8639;1.031
0.113033;0.1671;0.5385;0.8541;1.023
0.113609;0.1661;0.5394;0.8590;1.028
0.114289;0.1583;0.5355;0.8658;1.030
0.144300;0.1622;0.5404;0.8648;1.033
0.145210;0.1652;0.5277;0.8580;1.021
0.145810;0.1691;0.5306;0.8570;1.022
0.146519;0.1661;0.5375;0.8560;1.024
0.146985;0.1652;0.5385;0.8639;1.031
0.147444;0.1652;0.5345;0.8619;1.028
0.154463;0.1612;0.5336;0.8707;1.034
0.155379;0.1710;0.5336;0.8580;1.025
0.158776;0.1652;0.5316;0.8551;1.020
0.163885;0.1661;0.5306;0.8629;1.027
0.168940;0.1661;0.5355;0.8678;1.033
0.173931;0.1564;0.5297;0.8668;1.028
0.178740;0.1661;0.5287;0.8785;1.039
0.190725;0.1642;0.5345;0.8775;1.041
0.191605;0.1661;0.5316;0.8766;1.039
0.194156;0.1593;0.5385;0.8717;1.037
0.213572;0.1622;0.5355;0.8707;1.035
0.214743;0.1661;0.5375;0.8678;1.034
0.215304;0.1661;0.5385;0.8658;1.033
0.215722;0.1632;0.5385;0.8688;1.035
0.223933;0.1749;0.5394;0.8619;1.032
0.224852;0.1749;0.5355;0.8697;1.036
0.228820;0.1642;0.5375;0.8551;1.023
0.234258;0.1661;0.5365;0.8590;1.026
0.238917;0.1661;0.5355;0.8560;1.023
0.243868;0.1691;0.5345;0.8600;1.027
0.249821;0.1710;0.5345;0.8521;1.020
0.253932;0.1749;0.5277;0.8316;1.000
0.258759;0.1671;0.5306;0.8355;1.004
0.263757;0.1642;0.5248;0.8414;1.005
0.268791;0.1661;0.5267;0.8521;1.015
0.274129;0.1710;0.5316;0.8336;1.003
0.278991;0.1622;0.5365;0.8707;1.036
0.294565;0.1603;0.5394;0.8922;1.055
0.295379;0.1642;0.5385;0.8883;1.052
0.295788;0.1652;0.5306;0.8805;1.041
0.298884;0.1710;0.5277;0.8736;1.035
0.304084;0.1652;0.5326;0.8727;1.036
0.309004;0.1681;0.5297;0.8619;1.026
0.323695;0.1710;0.5345;0.8560;1.024
0.324604;0.1661;0.5365;0.8648;1.031
0.325109;0.1700;0.5375;0.8629;1.031
0.328631;0.1681;0.5355;0.8590;1.026
0.333759;0.1710;0.5394;0.8590;1.029
0.338629;0.1642;0.5306;0.8590;1.023
0.343840;0.1632;0.5345;0.8512;1.018
0.349227;0.1671;0.5306;0.8580;1.023
0.353627;0.1603;0.5248;0.8551;1.016
0.359094;0.1652;0.5267;0.8609;1.023
0.365472;0.1681;0.5257;0.8609;1.023
0.368581;0.1583;0.5277;0.8600;1.021
0.374041;0.1720;0.5375;0.8600;1.029
0.378779;0.1691;0.5336;0.8453;1.014
0.383783;0.1661;0.5345;0.8463;1.015
0.388792;0.1603;0.5345;0.8815;1.043
0.393910;0.1593;0.5355;0.8746;1.038
0.406841;0.1691;0.5375;0.8639;1.031
0.408055;0.1652;0.5355;0.8785;1.042
0.408696;0.1642;0.5375;0.8883;1.051
0.429613;0.1700;0.5336;0.8736;1.038
0.431012;0.1652;0.5365;0.8639;1.030
0.431556;0.1779;0.5326;0.8600;1.027
0.432031;0.1739;0.5404;0.8541;1.026
0.433608;0.1681;0.5404;0.8600;1.029
0.438999;0.1720;0.5355;0.8521;1.021
0.443869;0.1730;0.5355;0.8473;1.017
0.448981;0.1700;0.5316;0.8570;1.023
0.453766;0.1652;0.5394;0.8560;1.025
0.458649;0.1691;0.5297;0.8551;1.020
0.464118;0.1681;0.5355;0.8629;1.029
0.468968;0.1612;0.5306;0.8756;1.036
0.473626;0.1612;0.5326;0.8639;1.028
0.478824;0.1652;0.5355;0.8580;1.025
0.491296;0.1603;0.5375;0.8580;1.025
0.493238;0.1642;0.5316;0.8619;1.026
0.494700;0.1622;0.5336;0.8531;1.019
0.531836;0.1710;0.5394;0.8521;1.023
0.534884;0.1622;0.5248;0.8414;1.005
0.536894;0.1720;0.5287;0.8570;1.022
0.538679;0.1652;0.5287;0.8541;1.018
0.540320;0.1720;0.5326;0.8668;1.032
0.541838;0.1681;0.5345;0.8746;1.039
0.543225;0.1700;0.5365;0.8775;1.043
0.544558;0.1730;0.5248;0.8590;1.021
0.546051;0.1632;0.5385;0.8785;1.043
0.547517;0.1622;0.5336;0.8932;1.053
0.548849;0.1573;0.5433;0.9049;1.067
0.554361;0.1642;0.5277;0.8912;1.049
0.559426;0.1632;0.5316;0.8854;1.046
0.601405;0.1700;0.5297;0.8570;1.022
0.603555;0.1671;0.5404;0.8189;0.995
0.604920;0.1700;0.5424;0.8189;0.997
0.606364;0.1632;0.5345;0.8482;1.016
0.607762;0.1603;0.5365;0.8658;1.031
0.609138;0.1642;0.5267;0.8531;1.016
0.610658;0.1632;0.5297;0.8551;1.019
0.611750;0.1691;0.5336;0.8551;1.022
0.612877;0.1642;0.5306;0.8473;1.013
0.615362;0.1612;0.5306;0.8521;1.017
0.615931;0.1622;0.5375;0.8639;1.030
0.619242;0.1564;0.5336;0.8688;1.031
0.623947;0.1583;0.5306;0.8727;1.034
0.629327;0.1788;0.5551;0.8746;1.051
0.649328;0.1935;0.5472;0.8727;1.048
0.650807;0.1886;0.5355;0.8629;1.033
0.651324;0.2042;0.5199;0.8805;1.043
0.651731;0.1974;0.5130;0.8727;1.031
0.654788;0.2072;0.5042;0.8600;1.018
0.659396;0.2228;0.5013;0.8648;1.024
0.694293;0.2238;0.4925;0.8658;1.021
0.695933;0.2492;0.4974;0.8658;1.029
