time;gFx;gFy;gFz;TgF
3,155311;0,2469;-0,2185;0,7957;0,861
3,156058;0,3033;-0,2087;0,8282;0,906
3,157268;0,3828;-0,1975;0,9325;1,027
3,160333;0,4111;-0,1808;1,0054;1,101
3,162898;0,3583;-0,1791;0,9775;1,056
3,165191;0,3092;-0,1789;0,9382;1,004
3,167192;0,3314;-0,1838;0,9061;0,982
3,170939;0,3679;-0,1808;0,9338;1,020
3,173256;0,3774;-0,1676;0,9223;1,011
3,175398;0,4595;-0,1745;0,9472;1,067
3,177517;0,5133;-0,2173;1,0166;1,159
3,179752;0,5040;-0,2395;1,0384;1,179
3,182203;0,4456;-0,2380;0,9797;1,102
3,184755;0,3684;-0,2471;0,8734;0,980
3,188159;0,2867;-0,2456;0,7756;0,863
3,190508;0,3085;-0,2625;0,8714;0,961
3,193598;0,4040;-0,2664;0,9636;1,078
3,195575;0,4221;-0,2886;1,0521;1,170
3,199726;0,3779;-0,3006;1,0640;1,168
3,200422;0,3068;-0,3021;0,9115;1,008
3,204715;0,3349;-0,3163;0,8189;0,940
3,205556;0,3547;-0,3202;0,8130;0,943
3,209385;0,3505;-0,3334;0,8541;0,982
3,209858;0,2757;-0,3585;0,8863;0,995
3,213896;0,2569;-0,3771;0,9299;1,036
3,215379;0,3146;-0,3742;0,9712;1,087
3,218379;0,3598;-0,3681;0,9702;1,098
3,221556;0,3625;-0,3722;0,9242;1,060
3,222430;0,2860;-0,3884;0,8700;0,995
3,225912;0,3222;-0,3866;0,8881;1,021
3,228534;0,3605;-0,3715;0,9098;1,047
3,230550;0,2684;-0,3578;0,8702;0,978
3,232217;0,3085;-0,3409;0,8766;0,990
3,234602;0,3640;-0,3341;0,9726;1,091
3,237760;0,3552;-0,3238;0,9731;1,085
3,240591;0,3967;-0,3219;0,9834;1,108
3,242423;0,4067;-0,3453;0,9753;1,112
3,244955;0,2997;-0,3497;0,9475;1,053
3,247357;0,2630;-0,3522;0,9093;1,010
3,249974;0,2549;-0,3527;0,8445;0,950
3,254962;0,2723;-0,3505;0,8291;0,940
3,257692;0,3803;-0,3507;0,9213;1,057
3,258180;0,3622;-0,3666;0,9587;1,088
3,259852;0,3024;-0,3717;0,9235;1,040
3,262358;0,2241;-0,3783;0,8885;0,991
3,264888;0,1804;-0,3818;0,8917;0,987
3,267612;0,2202;-0,3759;0,9391;1,035
3,271304;0,2469;-0,3708;0,9917;1,087
3,274239;0,2606;-0,3673;1,0037;1,100
3,275296;0,2975;-0,3825;1,0244;1,133
3,277215;0,3058;-0,3813;0,9902;1,104
3,279634;0,2356;-0,3862;0,8678;0,979
3,282579;0,2063;-0,3920;0,7609;0,880
3,284675;0,2823;-0,3708;0,7790;0,908
3,287853;0,3319;-0,3524;0,8225;0,954
3,290310;0,3757;-0,3329;0,9088;1,038
3,292332;0,3620;-0,3260;0,9017;1,025
3,294669;0,3295;-0,3214;0,8959;1,007
3,298024;0,3351;-0,3246;0,9523;1,060
3,299430;0,3478;-0,3434;0,9756;1,091
3,303649;0,3158;-0,3634;0,9768;1,089
3,305308;0,2826;-0,3859;0,9277;1,044
3,307133;0,2992;-0,4170;0,8793;1,018
3,309487;0,3417;-0,4534;0,8551;1,026
3,312121;0,3662;-0,4558;0,9323;1,100
3,314481;0,2540;-0,4756;1,0073;1,143
3,317571;0,2075;-0,4678;0,9655;1,093
3,321044;0,3490;-0,4284;0,9646;1,112
3,324116;0,3977;-0,4133;1,0154;1,166
3,324905;0,3493;-0,4206;1,0384;1,174
3,327509;0,3473;-0,4133;1,0379;1,170
3,329814;0,3576;-0,3864;0,9824;1,115
3,332006;0,3398;-0,3671;0,9406;1,065
3,334396;0,3324;-0,3556;0,8663;0,994
3,340281;0,3158;-0,3549;0,8365;0,962
3,341429;0,2962;-0,3967;0,9015;1,028
3,342205;0,3036;-0,4106;0,9494;1,078
3,345401;0,2635;-0,4226;0,9064;1,034
3,347103;0,2298;-0,4412;0,8565;0,990
3,349499;0,2530;-0,4456;0,8502;0,993
3,355006;0,2936;-0,4196;0,8568;0,998
3,357553;0,3072;-0,3835;0,8421;0,975
3,358055;0,3063;-0,3646;0,8353;0,961
3,359688;0,2745;-0,3710;0,8604;0,976
3,361988;0,2508;-0,3734;0,9127;1,018
3,365065;0,2390;-0,3808;0,9567;1,057
3,368040;0,2454;-0,3678;0,9717;1,068
3,370590;0,2610;-0,3661;0,9868;1,084
3,373052;0,2642;-0,3796;1,0039;1,105
3,376576;0,2508;-0,4030;1,0318;1,136
3,377096;0,2378;-0,4077;0,9927;1,099
3,381492;0,2234;-0,3854;0,9054;1,009
3,382867;0,2141;-0,3529;0,8465;0,942
3,385791;0,2185;-0,3326;0,8411;0,931
3,388877;0,2329;-0,3138;0,8793;0,962
3,392586;0,2236;-0,3084;0,9299;1,005
3,393095;0,2212;-0,3282;1,0222;1,096
3,395842;0,2102;-0,3734;1,0506;1,135
3,397615;0,1794;-0,4155;1,0056;1,103
3,400127;0,1980;-0,4167;0,9181;1,028
3,404680;0,2021;-0,3945;0,8458;0,955
3,405531;0,1789;-0,3871;0,8301;0,933
3,407679;0,1814;-0,3862;0,8536;0,954
3,410833;0,2229;-0,3759;0,8661;0,970
3,412320;0,2212;-0,4113;0,9296;1,040
3,415687;0,1882;-0,4512;0,9433;1,062
3,417975;0,1581;-0,4573;0,9215;1,041
3,421362;0,1449;-0,4504;0,9174;1,032
3,422358;0,1432;-0,4328;0,9042;1,013
3,426172;0,1425;-0,4130;0,9013;1,002
3,427925;0,1410;-0,4133;0,8995;1,000
3,429924;0,1831;-0,3972;0,9240;1,022
3,432989;0,1767;-0,4016;0,9362;1,034
3,434741;0,1735;-0,4111;0,9259;1,028
3,438223;0,1938;-0,4062;0,9440;1,046
3,440779;0,1689;-0,3967;0,9066;1,004
3,442436;0,1501;-0,3798;0,8719;0,963
3,445721;0,1625;-0,3678;0,8575;0,947
3,446918;0,2100;-0,3810;0,9519;1,047
3,450709;0,2505;-0,4020;1,0352;1,138
3,452482;0,2603;-0,4113;1,0288;1,138
3,462817;0,2104;-0,4302;0,9853;1,096
3,464179;0,1946;-0,4245;0,9184;1,030
3,464770;0,1647;-0,4243;0,8900;1,000
3,465284;0,1528;-0,4199;0,8976;1,003
3,465742;0,1706;-0,4170;0,9357;1,039
3,468993;0,1814;-0,4189;0,9413;1,046
3,484658;0,1596;-0,4306;0,9360;1,043
3,485838;0,1369;-0,4394;0,8888;1,001
3,486266;0,0696;-0,4553;0,8580;0,974
3,486605;0,0516;-0,4504;0,8673;0,979
3,486929;0,0665;-0,4443;0,8954;1,002
3,487255;0,0841;-0,4438;0,9228;1,027
3,487646;0,1124;-0,4333;0,9267;1,029
3,489028;0,1224;-0,4304;0,9005;1,006
3,493129;0,1782;-0,4201;0,8949;1,005
3,493831;0,2290;-0,4101;0,8925;1,009
3,494826;0,2801;-0,3972;0,9272;1,047
3,497011;0,3126;-0,3879;0,9399;1,064
3,499835;0,2870;-0,3842;0,9235;1,041
3,502184;0,2280;-0,3893;0,8939;1,001
3,505595;0,1904;-0,3800;0,8394;0,941
3,507792;0,2488;-0,3495;0,8636;0,964
3,509990;0,3442;-0,3273;0,9805;1,089
3,512064;0,3434;-0,3368;1,0804;1,183
3,515357;0,3495;-0,3326;1,0941;1,196
3,517115;0,3596;-0,3270;1,0103;1,121
3,520950;0,3737;-0,3326;0,8959;1,026
3,522427;0,3759;-0,3373;0,8448;0,984
3,525176;0,3314;-0,3578;0,8575;0,986
3,527192;0,2703;-0,3830;0,8727;0,991
3,529455;0,2613;-0,3862;0,9088;1,021
3,531914;0,2598;-0,3896;0,9318;1,043
3,534904;0,2351;-0,3986;0,9289;1,038
3,538449;0,2144;-0,4006;0,9093;1,017
3,541323;0,2041;-0,3981;0,8944;1,000
3,541903;0,1958;-0,3976;0,8800;0,985
3,545080;0,1872;-0,3957;0,8993;1,000
3,546757;0,1782;-0,3976;0,9115;1,010
3,549306;0,1892;-0,3925;0,9149;1,013
3,551835;0,1716;-0,3974;0,9074;1,005
3,555078;0,1745;-0,4013;0,9081;1,008
3,558056;0,1941;-0,3986;0,9286;1,029
3,560324;0,2195;-0,4001;0,9572;1,060
3,563023;0,1999;-0,4126;0,9704;1,073
3,565462;0,1667;-0,4201;0,9558;1,057
3,566883;0,1623;-0,4236;0,9531;1,056
3,570706;0,1447;-0,4255;0,9448;1,046
3,572071;0,1058;-0,4360;0,9404;1,042
3,576292;0,0728;-0,4404;0,9159;1,019
3,577028;0,0525;-0,4480;0,9032;1,010
3,581232;0,0293;-0,4612;0,9237;1,033
3,583200;0,0051;-0,4720;0,9372;1,049
3,588304;-0,0171;-0,4803;0,9250;1,042
3,589201;-0,0374;-0,4869;0,9242;1,045
3,589742;-0,0474;-0,4825;0,9127;1,033
3,593014;-0,0506;-0,4766;0,9220;1,039
3,595032;-0,0521;-0,4793;0,9120;1,032
3,597224;-0,0379;-0,4781;0,9025;1,022
3,599170;-0,0091;-0,4700;0,9008;1,016
3,603213;0,0149;-0,4720;0,9008;1,017
3,608102;0,0139;-0,4729;0,8795;0,999
3,612773;0,0188;-0,4644;0,8810;0,996
3,613177;0,0225;-0,4507;0,9091;1,015
3,613462;0,0481;-0,4265;0,9189;1,014
3,614428;0,0782;-0,4096;0,9218;1,012
3,618943;0,1173;-0,3986;0,9587;1,045
3,619391;0,1246;-0,3979;0,9814;1,066
3,622632;0,1066;-0,3989;0,9653;1,050
3,625462;0,0929;-0,3974;0,9289;1,015
3,627655;0,0782;-0,3991;0,8885;0,977
3,630275;0,0789;-0,4067;0,9091;0,999
3,632352;0,0872;-0,4113;0,9176;1,009
3,634392;0,0855;-0,4099;0,9338;1,023
3,637586;0,1068;-0,4038;0,9321;1,021
3,640362;0,1303;-0,3925;0,9213;1,010
3,642790;0,1178;-0,3981;0,8802;0,973
3,645060;0,1039;-0,4069;0,8382;0,938
3,649264;0,1114;-0,3989;0,8841;0,976
3,649716;0,0978;-0,3986;0,9435;1,029
3,655038;0,0630;-0,4047;0,9369;1,023
3,655861;0,0364;-0,4069;0,9340;1,019
3,657055;-0,0088;-0,4145;0,8744;0,968
3,660008;-0,0267;-0,4182;0,8482;0,946
3,662299;-0,0210;-0,4170;0,8834;0,977
3,665531;-0,0174;-0,4167;0,9330;1,022
3,667982;0,0095;-0,4204;1,0049;1,089
3,671988;0,0242;-0,4238;1,0337;1,118
3,674849;-0,0000;-0,4316;1,0093;1,098
3,675324;-0,0230;-0,4248;0,9409;1,033
3,676784;-0,0379;-0,4174;0,8819;0,976
3,679109;-0,0817;-0,4326;0,8636;0,969
3,681637;-0,1037;-0,4414;0,8670;0,978
3,684185;-0,0848;-0,4414;0,9127;1,017
3,687595;-0,0553;-0,4438;0,9389;1,040
3,689760;-0,0724;-0,4546;0,9619;1,066
3,692202;-0,0839;-0,4583;0,9465;1,055
3,694404;-0,0477;-0,4541;0,9624;1,065
3,697759;-0,0406;-0,4502;1,0007;1,098
3,699161;-0,0301;-0,4492;0,9966;1,094
3,701703;-0,0880;-0,4722;0,9061;1,026
3,704500;-0,1327;-0,4849;0,7817;0,929
3,706816;-0,1904;-0,5032;0,7798;0,947
3,709127;-0,2161;-0,5118;0,8027;0,976
3,711661;-0,1342;-0,5064;0,9411;1,077
3,714884;-0,0633;-0,5094;1,0834;1,199
3,716889;-0,0352;-0,5050;1,0741;1,187
3,723594;-0,0269;-0,4908;0,9421;1,063
3,725236;-0,0804;-0,4920;0,6954;0,856
3,725736;-0,0587;-0,4859;0,7421;0,889
3,726918;0,0002;-0,4742;0,9577;1,069
3,729346;0,0574;-0,4688;1,0750;1,174
3,731974;0,1183;-0,4570;1,0704;1,170
3,734329;0,0599;-0,4710;0,8675;0,989
3,739396;0,0164;-0,4710;0,7297;0,869
3,740424;0,0809;-0,4546;0,8299;0,950
3,741653;0,0995;-0,4517;0,9726;1,077
3,744305;0,0833;-0,4568;1,0914;1,186
3,747151;0,0543;-0,4639;1,0166;1,119
3,749050;0,0433;-0,4641;0,8695;0,987
3,751556;0,0589;-0,4566;0,8064;0,929
3,754616;0,0797;-0,4404;0,8353;0,948
3,757826;0,1004;-0,4189;0,9294;1,024
3,761321;0,1051;-0,4001;1,0352;1,115
3,761723;0,0985;-0,4023;1,0235;1,104
3,764087;0,0755;-0,4165;0,9174;1,010
3,767637;0,0611;-0,4204;0,7893;0,896
3,771421;0,0604;-0,4297;0,8282;0,935
3,772329;0,0601;-0,4360;0,9296;1,029
3,775501;0,0750;-0,4314;0,9954;1,087
3,777547;0,0467;-0,4404;1,0112;1,104
3,779786;0,0061;-0,4495;0,9431;1,045
3,781833;-0,0377;-0,4456;0,8548;0,965
3,785249;-0,0751;-0,4446;0,8399;0,953
3,788560;-0,1303;-0,4541;0,8470;0,970
3,789465;-0,1479;-0,4551;0,9101;1,028
3,792742;-0,1437;-0,4512;0,9756;1,084
3,794196;-0,1093;-0,4524;0,9695;1,075
3,798261;-0,0667;-0,4387;0,9985;1,093
3,799333;-0,0746;-0,4275;0,9548;1,049
3,802077;-0,0660;-0,4250;0,9064;1,003
3,805258;-0,0672;-0,4233;0,8929;0,990
3,808160;-0,0953;-0,4189;0,8832;0,982
3,809881;-0,1159;-0,4284;0,8912;0,996
3,811597;-0,0958;-0,4387;0,9010;1,007
3,814072;-0,0399;-0,4306;0,9565;1,050
3,816586;-0,0183;-0,4346;0,9726;1,065
3,819299;-0,0450;-0,4436;0,9303;1,032
3,822581;-0,0741;-0,4353;0,8736;0,979
3,824687;-0,0425;-0,4297;0,8313;0,937
3,826666;0,0677;-0,4121;0,9401;1,029
3,830889;0,1136;-0,4140;1,0623;1,146
3,831381;0,0728;-0,4228;0,9802;1,070
3,835356;0,0538;-0,4355;0,8702;0,975
3,840596;0,0286;-0,4546;0,7959;0,917
3,842465;0,0007;-0,4724;0,8045;0,933
3,843192;-0,0115;-0,4822;0,8658;0,991
3,847107;0,0147;-0,4822;0,9250;1,043
3,847978;0,0987;-0,4639;1,0034;1,110
3,849316;0,1464;-0,4475;1,0489;1,150
3,855271;0,1347;-0,4463;0,9790;1,084
3,859710;0,0833;-0,4480;0,9049;1,013
3,860996;0,0237;-0,4485;0,8861;0,993
3,861361;-0,0249;-0,4548;0,8907;1,000
3,861652;-0,0658;-0,4629;0,8538;0,973
3,864011;-0,0724;-0,4651;0,8714;0,990
3,866492;-0,0531;-0,4622;0,9306;1,040
3,872510;-0,0384;-0,4534;0,9653;1,067
3,874657;-0,0731;-0,4544;0,9523;1,058
3,875062;-0,0988;-0,4566;0,9066;1,020
3,877096;-0,0973;-0,4504;0,8951;1,007
3,879116;-0,0655;-0,4463;0,9435;1,046
3,881896;-0,0501;-0,4404;0,9626;1,060
3,884146;-0,0526;-0,4419;0,9484;1,048
3,889846;-0,0755;-0,4460;0,9233;1,028
3,890691;-0,1186;-0,4370;0,8885;0,997
3,892622;-0,1545;-0,4302;0,8746;0,987
3,893770;-0,2039;-0,4394;0,8863;1,010
3,896615;-0,2393;-0,4575;0,9083;1,045
3,898696;-0,2310;-0,4529;0,9340;1,063
3,901190;-0,2229;-0,4480;0,9423;1,067
3,904675;-0,2129;-0,4529;0,9277;1,054
3,907069;-0,1997;-0,4580;0,8832;1,015
3,909631;-0,1814;-0,4534;0,9013;1,025
3,911788;-0,1719;-0,4487;0,9587;1,072
3,915072;-0,1753;-0,4412;0,9599;1,071
3,917131;-0,2112;-0,4478;0,9235;1,048
3,921402;-0,2606;-0,4600;0,8431;0,995
3,922163;-0,2567;-0,4529;0,8316;0,981
3,924298;-0,2503;-0,4605;0,9076;1,048
3,926551;-0,2117;-0,4575;0,9428;1,069
3,928901;-0,1858;-0,4421;0,9841;1,095
3,933063;-0,1875;-0,4348;0,9851;1,093
3,934488;-0,1672;-0,4338;0,9519;1,059
3,939295;-0,1367;-0,4138;0,9027;1,002
3,943704;-0,1887;-0,4121;0,8365;0,951
3,944134;-0,1882;-0,4145;0,8406;0,956
3,944410;-0,1423;-0,4062;0,9115;1,008
3,947444;-0,0513;-0,3791;0,9834;1,055
3,950432;0,0125;-0,3554;1,0220;1,082
3,951627;0,0068;-0,3666;0,9829;1,049
3,954366;-0,0301;-0,3854;0,8947;0,975
3,956460;-0,0736;-0,3874;0,8548;0,941
3,960419;-0,0983;-0,3950;0,8370;0,931
3,962299;-0,1523;-0,4162;0,8167;0,929
3,964443;-0,1687;-0,4348;0,8873;1,002
3,966512;-0,1068;-0,4324;0,9939;1,089
3,970592;-0,0005;-0,4018;1,0320;1,107
3,972115;0,0340;-0,3788;0,9919;1,062
3,974661;-0,0069;-0,3703;0,9223;0,994
3,976664;-0,0729;-0,3761;0,8925;0,971
3,979135;-0,1543;-0,3984;0,8463;0,948
3,982805;-0,2066;-0,4299;0,8230;0,951
3,983806;-0,1921;-0,4331;0,8651;0,986
3,987280;-0,1049;-0,4067;0,9325;1,023
3,989182;-0,0438;-0,3869;0,9685;1,044
3,991603;-0,0408;-0,3703;0,9709;1,040
3,993783;-0,0137;-0,3463;0,9589;1,020
3,997905;0,0015;-0,3414;0,9707;1,029
3,999455;-0,0193;-0,3566;0,9369;1,003
4,001910;-0,0526;-0,3776;0,9025;0,980
4,004290;-0,1569;-0,4025;0,8705;0,972
4,006510;-0,2190;-0,4228;0,8533;0,977
4,008758;-0,2423;-0,4394;0,8602;0,996
4,011938;-0,2518;-0,4456;0,8697;1,009
4,014319;-0,2161;-0,4390;0,9365;1,057
4,016682;-0,2237;-0,4429;0,9917;1,109
4,021400;-0,2498;-0,4539;0,9570;1,088
4,024233;-0,2503;-0,4590;0,9220;1,060
4,024773;-0,2452;-0,4529;0,9086;1,044
4,026536;-0,2371;-0,4404;0,9137;1,042
4,030185;-0,2596;-0,4409;0,8851;1,022
4,031955;-0,2244;-0,4336;0,8876;1,013
4,035281;-0,2058;-0,4289;0,9274;1,042
4,040574;-0,2264;-0,4350;0,9203;1,043
4,042650;-0,2298;-0,4397;0,9035;1,031
4,043657;-0,1978;-0,4260;0,8942;1,010
4,044293;-0,1560;-0,4008;0,9147;1,011
4,047520;-0,1340;-0,3901;0,9316;1,019
4,049342;-0,1264;-0,3805;0,9171;1,001
4,051939;-0,0978;-0,3673;0,9176;0,993
4,057882;-0,0936;-0,3617;0,9140;0,987
4,059123;-0,1134;-0,3708;0,8951;0,976
4,059609;-0,1418;-0,3818;0,8724;0,963
4,061725;-0,1271;-0,3742;0,8724;0,958
4,063724;-0,0770;-0,3483;0,9457;1,011
4,067373;-0,0702;-0,3368;0,9956;1,053
4,073820;-0,0824;-0,3353;0,9709;1,030
4,075035;-0,0949;-0,3400;0,9343;0,999
4,075361;-0,1237;-0,3392;0,8736;0,945
4,076326;-0,1137;-0,3221;0,8543;0,920
4,080632;-0,0795;-0,2940;0,9081;0,958
4,081302;-0,0751;-0,2879;0,9501;0,996
4,084829;-0,0814;-0,3028;0,9575;1,008
4,089348;-0,0836;-0,3189;0,9140;0,972
4,090610;-0,0819;-0,3246;0,8805;0,942
4,093771;-0,0763;-0,3229;0,9245;0,982
4,094353;-0,0966;-0,3304;0,9560;1,016
4,098298;-0,0824;-0,3268;0,9440;1,002
4,101182;-0,0719;-0,3180;0,9118;0,968
4,104166;-0,0863;-0,3233;0,8812;0,943
4,105305;-0,0883;-0,3258;0,8744;0,937
4,106538;-0,0729;-0,3133;0,9079;0,963
4,108859;-0,0587;-0,3087;0,9411;0,992
4,111230;-0,0638;-0,3209;0,9487;1,004
4,113513;-0,0868;-0,3299;0,9321;0,993
4,115910;-0,1076;-0,3404;0,9032;0,971
4,119963;-0,1452;-0,3563;0,8966;0,976
4,123359;-0,1948;-0,3642;0,9115;1,001
4,123780;-0,2239;-0,3715;0,9181;1,015
4,127082;-0,2547;-0,3705;0,8993;1,005
4,129742;-0,2755;-0,3693;0,8991;1,010
4,131056;-0,2750;-0,3632;0,9220;1,028
4,134588;-0,2628;-0,3544;0,9433;1,041
4,136795;-0,2303;-0,3439;0,9585;1,044
4,139374;-0,2359;-0,3448;0,9475;1,035
4,141770;-0,2706;-0,3380;0,8915;0,991
4,143946;-0,2885;-0,3387;0,8536;0,963
4,146416;-0,2738;-0,3404;0,8849;0,987
4,148395;-0,2640;-0,3426;0,9262;1,022
4,152209;-0,2599;-0,3436;0,9457;1,039
4,153967;-0,2579;-0,3419;0,9350;1,028
4,157166;-0,2464;-0,3458;0,9157;1,009
4,159249;-0,2305;-0,3524;0,9391;1,029
4,161560;-0,2244;-0,3519;0,9389;1,027
4,163898;-0,2425;-0,3624;0,8988;0,999
4,166369;-0,2393;-0,3690;0,9169;1,017
4,168796;-0,2418;-0,3715;0,9389;1,038
4,171380;-0,2586;-0,3737;0,8964;1,005
4,173751;-0,3019;-0,3759;0,8568;0,983
4,176491;-0,3173;-0,3656;0,8736;0,999
4,178827;-0,3124;-0,3646;0,9044;1,024
4,181728;-0,3017;-0,3678;0,9382;1,052
4,183807;-0,2706;-0,3730;0,9675;1,072
4,187267;-0,2577;-0,3730;0,9958;1,094
4,189559;-0,2364;-0,3715;1,0083;1,100
4,191744;-0,2298;-0,3629;0,9792;1,069
4,193787;-0,2535;-0,3549;0,9181;1,016
4,196012;-0,2860;-0,3527;0,8727;0,984
4,199527;-0,2992;-0,3512;0,8568;0,973
4,201289;-0,2599;-0,3402;0,8944;0,992
4,209117;-0,1682;-0,3326;1,0073;1,074
4,210798;-0,1481;-0,3385;1,1330;1,192
4,211426;-0,2623;-0,3478;1,0115;1,101
4,211902;-0,3063;-0,3402;0,7543;0,882
4,214137;-0,2963;-0,3346;0,6651;0,801
4,216565;-0,2804;-0,3382;0,7465;0,866
4,232429;-0,2474;-0,3360;0,9186;1,009
4,233803;-0,2479;-0,3404;1,0396;1,122
4,234225;-0,2447;-0,3470;1,0222;1,107
4,234499;-0,2183;-0,3490;0,9743;1,058
4,234965;-0,2508;-0,3563;0,8656;0,969
4,235305;-0,3002;-0,3612;0,7668;0,899
4,235552;-0,2951;-0,3688;0,7641;0,898
4,243006;-0,2066;-0,3686;0,9431;1,033
4,243948;-0,0856;-0,3556;1,1882;1,243
4,244228;-0,0853;-0,3583;1,2112;1,266
4,244451;-0,1518;-0,3595;0,9695;1,045
4,246632;-0,1843;-0,3644;0,7507;0,855
4,248540;-0,1665;-0,3732;0,7206;0,828
4,251447;-0,1169;-0,3776;0,8020;0,894
4,254873;-0,0841;-0,3732;0,9548;1,029
4,257461;-0,0413;-0,3739;1,0640;1,129
4,258690;-0,0381;-0,3854;1,0046;1,077
4,261469;-0,0741;-0,3822;0,8824;0,965
4,263253;-0,0961;-0,3771;0,7580;0,852
4,265798;-0,0641;-0,3805;0,7568;0,849
4,271809;0,0044;-0,3967;0,9631;1,042
4,273280;0,0577;-0,4086;1,1596;1,231
4,273800;0,0511;-0,4057;1,1364;1,208
4,276064;-0,0034;-0,3991;0,9228;1,005
4,279282;-0,0592;-0,4086;0,7277;0,837
4,281068;-0,0812;-0,4226;0,7221;0,841
4,283467;-0,0917;-0,4385;0,8433;0,955
4,289402;-0,1281;-0,4321;0,9619;1,062
4,290971;-0,1841;-0,4179;1,0142;1,112
4,292387;-0,2379;-0,4006;0,9748;1,080
4,293674;-0,2784;-0,3844;0,8731;0,994
4,296732;-0,2995;-0,3651;0,8230;0,949
4,298220;-0,3019;-0,3500;0,8785;0,993
4,300948;-0,3168;-0,3466;0,9646;1,073
4,304068;-0,3256;-0,3490;1,0012;1,109
4,306378;-0,3320;-0,3532;0,9597;1,075
4,308581;-0,3295;-0,3512;0,9052;1,025
4,311256;-0,3298;-0,3595;0,9110;1,033
4,315306;-0,3219;-0,3793;0,9411;1,065
4,316414;-0,3175;-0,3901;0,9445;1,070
4,319523;-0,3207;-0,4045;0,9198;1,055
4,322651;-0,2929;-0,4162;0,8885;1,024
4,324752;-0,2611;-0,4299;0,8577;0,994
4,326062;-0,2203;-0,4453;0,8546;0,988
4,330286;-0,2085;-0,4407;0,8969;1,021
4,331714;-0,2161;-0,4238;0,9465;1,059
4,333564;-0,1772;-0,4003;0,9778;1,071
4,342372;-0,1530;-0,3857;0,9521;1,039
4,343638;-0,1489;-0,3756;0,8929;0,980
4,346730;-0,1477;-0,3602;0,8604;0,944
4,347408;-0,1511;-0,3536;0,8756;0,956
4,347732;-0,1499;-0,3412;0,9015;0,975
4,348372;-0,1511;-0,3382;0,9218;0,993
4,351230;-0,1560;-0,3324;0,9277;0,998
4,363017;-0,1626;-0,3302;0,9247;0,995
4,363786;-0,1741;-0,3243;0,9032;0,975
4,364095;-0,1848;-0,3202;0,9074;0,980
4,364366;-0,1887;-0,3214;0,9113;0,985
4,364639;-0,1980;-0,3221;0,9213;0,996
4,368163;-0,2100;-0,3285;0,9186;0,998
4,368712;-0,2239;-0,3382;0,9142;1,000
4,371622;-0,2481;-0,3319;0,9130;1,003
4,374319;-0,2618;-0,3231;0,9115;1,002
4,376884;-0,2645;-0,3199;0,9140;1,004
4,380378;-0,2581;-0,3224;0,9184;1,007
4,381881;-0,2711;-0,3287;0,9233;1,017
4,383335;-0,2997;-0,3407;0,9179;1,024
4,387353;-0,3041;-0,3402;0,9211;1,028
4,388494;-0,2943;-0,3375;0,9233;1,026
4,392385;-0,3305;-0,3456;0,9362;1,051
4,393579;-0,4913;-0,3842;0,9147;1,107
4,397622;-0,8279;-0,4695;0,8878;1,302
4,399873;-0,9558;-0,5074;0,8988;1,407
4,401728;-0,6954;-0,4522;1,0095;1,307
4,405112;-0,5016;-0,4084;1,0176;1,206
4,407219;-0,4647;-0,3945;0,8663;1,059
4,408636;-0,4972;-0,3881;0,7673;0,993
4,411133;-0,4715;-0,3686;0,8071;1,005
4,413208;-0,4075;-0,3402;0,9387;1,078
4,418345;-0,3711;-0,3241;1,0423;1,153
4,418820;-0,3689;-0,3243;1,0692;1,177
4,422152;-0,3887;-0,3229;1,0345;1,151
4,424710;-0,4090;-0,3329;0,9543;1,090
4,426731;-0,4383;-0,3385;0,8463;1,011
4,428590;-0,4581;-0,3282;0,8441;1,015
4,431056;-0,4781;-0,3329;0,9047;1,076
4,433169;-0,4327;-0,3419;0,9475;1,096
4,436992;-0,4505;-0,3556;0,9047;1,071
4,438494;-0,4987;-0,3771;0,7504;0,977
4,442516;-0,4715;-0,3837;0,7641;0,976
4,443279;-0,4241;-0,3774;0,9198;1,081
4,446899;-0,3743;-0,3676;1,0706;1,192
4,448723;-0,3809;-0,3668;1,0423;1,169
4,451187;-0,4236;-0,3752;0,9030;1,066
4,454809;-0,4048;-0,3776;0,8189;0,988
4,457066;-0,3432;-0,3683;0,8942;1,026
4,458770;-0,4182;-0,3571;0,9071;1,061
4,461326;-0,4757;-0,3461;0,8568;1,039
4,463512;-0,3931;-0,3238;0,8978;1,032
4,465951;-0,3608;-0,3185;0,9179;1,036
4,475750;-0,3527;-0,3094;0,8802;0,997
4,476942;-0,2867;-0,2967;0,8944;0,985
4,477262;-0,2063;-0,2881;1,0227;1,082
4,477539;-0,3559;-0,3153;0,9685;1,079
4,478324;-0,4750;-0,3385;0,8257;1,011
4,481718;-0,3454;-0,3145;0,8350;0,957
4,483207;-0,1557;-0,2820;1,0164;1,066
4,493504;-0,1330;-0,2806;1,0645;1,109
4,494491;-0,0941;-0,2676;0,9528;0,994
4,494750;-0,1305;-0,2696;0,9391;0,986
4,494957;-0,2665;-0,2713;0,8881;0,966
4,496189;-0,3268;-0,2747;0,8634;0,963
4,498961;-0,3285;-0,2859;0,8712;0,974
4,500957;-0,2484;-0,2674;0,9531;1,021
4,503369;-0,1523;-0,2434;1,0306;1,070
4,506178;-0,1415;-0,2402;0,9118;0,953
4,508192;-0,2398;-0,2752;0,7502;0,834
4,511029;-0,2667;-0,2749;0,6976;0,796
4,513096;-0,2222;-0,2644;0,7697;0,844
