time;gFx;gFy;gFz;TgF
9,479278;-0,1066;-0,3106;0,9902;1,043
9,479547;-0,1765;-0,3253;0,8509;0,928
9,480748;-0,1782;-0,3285;0,7710;0,857
9,481930;-0,1591;-0,3304;0,8643;0,939
9,484566;-0,1462;-0,3346;0,9526;1,020
9,488174;-0,1396;-0,3404;1,0130;1,078
9,490787;-0,1635;-0,3602;0,9856;1,062
9,491981;-0,2195;-0,3864;0,8563;0,965
9,495012;-0,2124;-0,3791;0,8013;0,912
9,498430;-0,1457;-0,3527;0,9127;0,989
9,500232;-0,1115;-0,3448;1,0816;1,141
9,502634;-0,1530;-0,3590;1,0626;1,132
9,504619;-0,1638;-0,3646;0,9372;1,019
9,508216;-0,1919;-0,3730;0,8573;0,954
9,509632;-0,2327;-0,3700;0,8159;0,926
9,512003;-0,2339;-0,3644;0,8340;0,940
9,515172;-0,1956;-0,3573;0,9418;1,026
9,517995;-0,1596;-0,3551;1,0609;1,130
9,520747;-0,2122;-0,3634;1,0166;1,100
9,522779;-0,2704;-0,3766;0,8414;0,961
9,524917;-0,2992;-0,3830;0,7793;0,918
9,527162;-0,3017;-0,3786;0,8240;0,956
9,531083;-0,2608;-0,3593;0,9247;1,026
9,532571;-0,2625;-0,3522;1,0406;1,130
9,535121;-0,2916;-0,3607;1,0235;1,124
9,539267;-0,2643;-0,3558;0,9731;1,069
9,540404;-0,2684;-0,3519;0,9357;1,035
9,543624;-0,2701;-0,3578;0,8646;0,974
9,544792;-0,3019;-0,3683;0,7939;0,926
9,547524;-0,3461;-0,3759;0,8023;0,951
9,551015;-0,3188;-0,3595;0,9291;1,046
9,552471;-0,2897;-0,3505;1,0232;1,120
9,555755;-0,2811;-0,3490;0,9726;1,071
9,558026;-0,2163;-0,3378;0,9589;1,039
9,560438;-0,1965;-0,3241;0,9560;1,028
9,562589;-0,2599;-0,3248;0,8954;0,987
9,564702;-0,3383;-0,3446;0,7979;0,933
9,566873;-0,3281;-0,3632;0,7856;0,926
9,571668;-0,2745;-0,3588;0,9032;1,010
9,572532;-0,2124;-0,3458;1,0565;1,132
9,574932;-0,1738;-0,3199;1,1178;1,176
9,577118;-0,2222;-0,3021;1,0469;1,112
9,579345;-0,2691;-0,3145;0,9142;1,004
9,581925;-0,2995;-0,3468;0,7519;0,881
9,585498;-0,2647;-0,3390;0,7693;0,881
9,593425;-0,2479;-0,3251;0,9237;1,010
9,594609;-0,2625;-0,3282;0,9734;1,060
9,595019;-0,2581;-0,3275;0,9416;1,030
9,595346;-0,2271;-0,3158;0,9787;1,053
9,597144;-0,1731;-0,3060;1,0054;1,065
9,599728;-0,2210;-0,3131;0,9570;1,031
9,619627;-0,3190;-0,3290;0,8445;0,961
9,622316;-0,3706;-0,3336;0,7715;0,919
9,622754;-0,3036;-0,3265;0,8020;0,918
9,625242;-0,1983;-0,3187;0,9712;1,041
9,625641;-0,1694;-0,3167;1,0966;1,154
9,625874;-0,1939;-0,2952;1,1129;1,168
9,626101;-0,2750;-0,2999;0,9714;1,053
9,626322;-0,3813;-0,3180;0,7465;0,897
9,626546;-0,4131;-0,3185;0,6984;0,872
9,626761;-0,3757;-0,3177;0,8191;0,956
9,626978;-0,2975;-0,3123;1,0281;1,115
9,629515;-0,2657;-0,3050;1,1415;1,211
9,631893;-0,2579;-0,3023;1,0858;1,156
9,634216;-0,2789;-0,3013;0,9611;1,045
9,637903;-0,3857;-0,3048;0,8159;0,953
9,639998;-0,4361;-0,2921;0,7028;0,877
9,642330;-0,3745;-0,2899;0,7998;0,929
9,644488;-0,2718;-0,2955;1,0812;1,153
9,647763;-0,1853;-0,2806;1,2378;1,283
9,649221;-0,2599;-0,2818;1,0856;1,151
9,657311;-0,4346;-0,2884;0,6737;0,852
9,658889;-0,4928;-0,2945;0,4811;0,749
9,659689;-0,4305;-0,2935;0,6402;0,825
9,660221;-0,3723;-0,2940;0,8866;1,006
9,661982;-0,2638;-0,2727;1,1376;1,199
9,664356;-0,1924;-0,2586;1,2506;1,291
9,667675;-0,2327;-0,2588;1,1022;1,156
9,670631;-0,3769;-0,2786;0,8001;0,927
9,672098;-0,4422;-0,2925;0,6448;0,835
9,675683;-0,4153;-0,2908;0,7363;0,894
9,677992;-0,3503;-0,2759;0,9538;1,053
9,680821;-0,2801;-0,2534;1,1293;1,191
9,682093;-0,3097;-0,2525;1,0897;1,161
9,684817;-0,3493;-0,2520;0,9323;1,027
9,687106;-0,3530;-0,2461;0,8636;0,965
9,689442;-0,3686;-0,2478;0,8318;0,943
9,691824;-0,3728;-0,2551;0,8057;0,924
9,694763;-0,3608;-0,2576;0,8590;0,967
9,697633;-0,2902;-0,2454;0,9787;1,050
9,699618;-0,2640;-0,2356;0,9614;1,024
9,705842;-0,2484;-0,2305;0,9030;0,964
9,706614;-0,3224;-0,2466;0,8575;0,949
9,713902;-0,3036;-0,2461;0,8898;0,972
9,714250;-0,2831;-0,2556;0,9827;1,054
9,714530;-0,3212;-0,2737;0,9699;1,058
9,714976;-0,3923;-0,2842;0,8350;0,965
9,717481;-0,3134;-0,2576;0,8763;0,966
9,721369;-0,2200;-0,2314;1,0413;1,089
9,722222;-0,2447;-0,2287;1,0819;1,133
9,724452;-0,2985;-0,2478;0,9902;1,064
9,727035;-0,3857;-0,2615;0,8450;0,965
9,729402;-0,3928;-0,2644;0,7541;0,890
9,732257;-0,3183;-0,2476;0,8284;0,921
9,735302;-0,2679;-0,2366;0,9597;1,024
9,737872;-0,2684;-0,2292;1,0213;1,081
9,739600;-0,3105;-0,2224;0,9734;1,046
9,742012;-0,3466;-0,2185;0,8607;0,953
9,745709;-0,3371;-0,2055;0,7829;0,877
9,748009;-0,2921;-0,1889;0,8269;0,897
9,750346;-0,2266;-0,1681;0,9609;1,001
9,752790;-0,1919;-0,1525;1,0873;1,115
9,755137;-0,2119;-0,1381;1,0645;1,094
9,756867;-0,2413;-0,1395;0,9382;0,979
9,760963;-0,2640;-0,1459;0,8621;0,913
9,762933;-0,2691;-0,1437;0,8839;0,935
9,764501;-0,2740;-0,1332;0,9240;0,973
9,766529;-0,2481;-0,1209;0,9626;1,001
9,772000;-0,2383;-0,1280;0,9624;1,000
9,772805;-0,2762;-0,1361;0,9333;0,983
9,775121;-0,3151;-0,1378;0,8670;0,933
9,777609;-0,3310;-0,1517;0,8133;0,891
9,780495;-0,3246;-0,1542;0,8247;0,900
9,781920;-0,3281;-0,1508;0,8575;0,930
9,784834;-0,3298;-0,1520;0,8812;0,953
9,787230;-0,3168;-0,1476;0,9272;0,991
9,789350;-0,3334;-0,1500;0,9653;1,032
9,791804;-0,3491;-0,1535;0,9479;1,022
9,795819;-0,3816;-0,1711;0,8783;0,973
9,797911;-0,3415;-0,1747;0,8981;0,977
9,800369;-0,2997;-0,1706;1,0051;1,063
9,806822;-0,3234;-0,1728;1,0276;1,091
9,807671;-0,3322;-0,1830;0,9489;1,022
9,811843;-0,3190;-0,1811;0,9057;0,977
9,812194;-0,3065;-0,1718;0,9054;0,971
9,812494;-0,3078;-0,1652;0,8827;0,949
9,816982;-0,3349;-0,1801;0,8416;0,924
9,817469;-0,3344;-0,1796;0,8431;0,925
9,822671;-0,2968;-0,1764;0,9198;0,982
9,823504;-0,2743;-0,1769;0,9980;1,050
9,824984;-0,3119;-0,1801;0,9445;1,011
9,826798;-0,3266;-0,1828;0,8585;0,937
9,829844;-0,3146;-0,1828;0,8592;0,933
9,831447;-0,3051;-0,1877;0,9105;0,978
9,834226;-0,2799;-0,1833;0,9677;1,024
9,836955;-0,2843;-0,1806;0,9910;1,047
9,841245;-0,2987;-0,1752;0,9457;1,007
9,842002;-0,2904;-0,1679;0,9030;0,963
9,844177;-0,3251;-0,1706;0,9230;0,993
9,846588;-0,3479;-0,1708;0,9118;0,991
9,852423;-0,3457;-0,1715;0,8991;0,978
9,853123;-0,3327;-0,1689;0,9428;1,014
9,861279;-0,3442;-0,1684;0,9792;1,052
9,862558;-0,3818;-0,1691;0,9294;1,019
9,863008;-0,3713;-0,1718;0,8790;0,970
9,863368;-0,3593;-0,1657;0,8883;0,972
9,864273;-0,3892;-0,1598;0,8929;0,987
9,866462;-0,4117;-0,1598;0,8656;0,972
9,871264;-0,3919;-0,1625;0,8856;0,982
9,874450;-0,3921;-0,1635;0,9450;1,036
9,875093;-0,4244;-0,1640;0,9497;1,053
9,876835;-0,4424;-0,1613;0,9086;1,023
9,879137;-0,4432;-0,1603;0,9179;1,032
9,881698;-0,4706;-0,1588;0,9335;1,057
9,883984;-0,4803;-0,1537;0,9103;1,041
9,886562;-0,4928;-0,1520;0,8766;1,017
9,889642;-0,4774;-0,1447;0,8978;1,027
9,891506;-0,4424;-0,1405;0,9523;1,059
9,893955;-0,4310;-0,1393;0,9807;1,080
9,897075;-0,4527;-0,1417;0,9550;1,066
9,899100;-0,4691;-0,1442;0,8912;1,017
9,901322;-0,4747;-0,1427;0,8277;0,965
9,904145;-0,4776;-0,1473;0,8115;0,953
9,906626;-0,4845;-0,1483;0,8497;0,989
9,908922;-0,4530;-0,1481;0,9387;1,053
9,912663;-0,4322;-0,1505;1,0198;1,118
9,915339;-0,4512;-0,1554;0,9849;1,094
9,917431;-0,4767;-0,1620;0,8878;1,021
9,921276;-0,4757;-0,1596;0,8634;0,999
9,922068;-0,4632;-0,1627;0,9044;1,029
9,924228;-0,4486;-0,1645;0,9369;1,052
9,927915;-0,3889;-0,1466;1,0117;1,094
9,929998;-0,4077;-0,1473;1,0112;1,100
9,932653;-0,4681;-0,1598;0,8956;1,023
9,934246;-0,4764;-0,1649;0,8049;0,950
9,939712;-0,4273;-0,1547;0,8399;0,955
9,947424;-0,3806;-0,1405;0,9597;1,042
9,947711;-0,4068;-0,1422;1,0105;1,099
9,947924;-0,4090;-0,1388;0,9484;1,042
9,948104;-0,4004;-0,1405;0,9167;1,010
9,949911;-0,4434;-0,1478;0,8822;0,998
9,952689;-0,4681;-0,1598;0,8269;0,964
9,954857;-0,4708;-0,1601;0,8465;0,982
9,956870;-0,4527;-0,1608;0,8998;1,020
9,959121;-0,4495;-0,1576;0,9313;1,046
9,963013;-0,4486;-0,1478;0,9291;1,042
9,964134;-0,3987;-0,1383;0,9345;1,025
9,967767;-0,4058;-0,1444;0,9775;1,068
9,971528;-0,4400;-0,1454;0,9648;1,070
9,972366;-0,4583;-0,1464;0,9245;1,042
9,975214;-0,4813;-0,1537;0,8658;1,002
9,977632;-0,4275;-0,1469;0,8839;0,993
9,979566;-0,3967;-0,1415;0,9389;1,029
9,981304;-0,4349;-0,1429;0,9279;1,035
9,983890;-0,4828;-0,1481;0,8365;0,977
9,988354;-0,4600;-0,1400;0,8255;0,955
9,989169;-0,3936;-0,1241;0,9250;1,013
9,992987;-0,3833;-0,1205;0,9761;1,056
9,995161;-0,4004;-0,1146;0,9453;1,033
9,996592;-0,4114;-0,1124;0,8951;0,992
9,998757;-0,3278;-0,1016;0,9277;0,989
10,002739;-0,2559;-0,0865;1,0203;1,055
10,004720;-0,3835;-0,0943;0,9653;1,043
10,007877;-0,4835;-0,1046;0,7807;0,924
10,009702;-0,4366;-0,1085;0,8140;0,930
10,012154;-0,3435;-0,0977;1,0362;1,096
10,014509;-0,3107;-0,0867;1,1313;1,176
10,017283;-0,3674;-0,0862;0,9709;1,042
10,021557;-0,4278;-0,1002;0,7658;0,883
10,022397;-0,3999;-0,1043;0,7810;0,884
10,024870;-0,3884;-0,1131;0,8932;0,981
10,027188;-0,3931;-0,0980;0,9589;1,041
10,029834;-0,4236;-0,0889;0,9110;1,009
10,031697;-0,4175;-0,0943;0,8570;0,958
10,035084;-0,3439;-0,0882;0,9316;0,997
10,037276;-0,3877;-0,0941;0,9809;1,059
10,044006;-0,4417;-0,0919;0,9115;1,017
10,044524;-0,4363;-0,0916;0,8619;0,970
10,044793;-0,3879;-0,0833;0,9201;1,002
10,048763;-0,3823;-0,0823;0,9704;1,046
10,049451;-0,4393;-0,0892;0,9440;1,045
10,061653;-0,4305;-0,0806;0,9360;1,033
10,061976;-0,4139;-0,0828;0,9311;1,022
10,062134;-0,4290;-0,0889;0,8998;1,001
10,062269;-0,4170;-0,0889;0,8900;0,987
10,062403;-0,4214;-0,0789;0,9215;1,016
10,065756;-0,4410;-0,0708;0,9242;1,026
10,067536;-0,4112;-0,0745;0,9228;1,013
10,077088;-0,4204;-0,0884;0,9005;0,998
10,077638;-0,4136;-0,0894;0,8751;0,972
10,077816;-0,4214;-0,0860;0,8768;0,977
10,077959;-0,4278;-0,0821;0,8876;0,989
10,079351;-0,4307;-0,0835;0,8727;0,977
10,082375;-0,4131;-0,0757;0,8998;0,993
10,084152;-0,3892;-0,0689;0,9951;1,071
10,086327;-0,3618;-0,0637;1,0132;1,078
10,089286;-0,3545;-0,0684;0,9443;1,011
10,093054;-0,4327;-0,0747;0,8634;0,969
10,094383;-0,4422;-0,0706;0,8030;0,919
10,098027;-0,3540;-0,0554;0,8907;0,960
10,099927;-0,3721;-0,0535;0,9856;1,055
10,102185;-0,4048;-0,0581;0,9492;1,034
10,104120;-0,4212;-0,0584;0,8986;0,994
10,106565;-0,4197;-0,0530;0,8602;0,959
10,108926;-0,3894;-0,0488;0,8822;0,966
10,112447;-0,3718;-0,0413;0,9467;1,018
10,114840;-0,3989;-0,0364;0,9670;1,047
10,116859;-0,4004;-0,0347;0,9333;1,016
10,120801;-0,3738;-0,0329;0,9184;0,992
10,121630;-0,3914;-0,0422;0,9020;0,984
10,124032;-0,3464;-0,0219;0,8881;0,953
10,126464;-0,3403;-0,0173;0,9257;0,986
10,128937;-0,3867;-0,0327;0,9008;0,981
10,131354;-0,3283;-0,0268;0,8643;0,925
10,134446;-0,2804;-0,0263;0,9406;0,982
10,136814;-0,3256;-0,0212;0,9739;1,027
10,139706;-0,3501;-0,0178;0,9489;1,012
10,142037;-0,3271;-0,0171;0,9262;0,982
10,144649;-0,2894;-0,0068;0,9303;0,974
10,146833;-0,3031;0,0042;0,8917;0,942
10,149348;-0,3139;0,0030;0,8661;0,921
10,151988;-0,2677;0,0042;0,9047;0,943
10,157800;-0,2215;0,0069;0,9692;0,994
10,162696;-0,2352;0,0049;0,9812;1,009
10,163071;-0,3026;0,0010;0,8839;0,934
10,163329;-0,3149;0,0047;0,8269;0,885
10,167836;-0,2953;0,0096;0,8560;0,906
10,168359;-0,2603;0,0130;0,9369;0,973
10,168771;-0,2606;0,0123;0,9824;1,016
10,175174;-0,2625;0,0196;0,9426;0,979
10,175977;-0,2577;0,0262;0,9008;0,937
10,176372;-0,2181;0,0399;0,9181;0,945
10,180806;-0,2364;0,0460;0,9428;0,973
10,182708;-0,2474;0,0470;0,9237;0,957
10,184364;-0,2242;0,0499;0,9343;0,962
10,187321;-0,2066;0,0560;0,9526;0,976
10,189528;-0,2034;0,0543;0,9162;0,940
10,191504;-0,1934;0,0587;0,8702;0,893
10,193831;-0,1772;0,0617;0,8651;0,885
10,197693;-0,1748;0,0663;0,9054;0,925
10,199199;-0,2085;0,0702;0,9110;0,937
10,201885;-0,2154;0,0731;0,8800;0,909
10,204877;-0,1814;0,0871;0,8790;0,902
10,207095;-0,1494;0,1010;0,9052;0,923
10,209947;-0,1525;0,0981;0,9237;0,941
10,211496;-0,1672;0,1052;0,9203;0,941
10,215526;-0,1574;0,1052;0,9093;0,929
10,215998;-0,1569;0,1096;0,9230;0,943
10,219181;-0,1792;0,1189;0,9377;0,962
10,222395;-0,1870;0,1223;0,9450;0,971
10,224593;-0,1980;0,1245;0,9506;0,979
10,228228;-0,2127;0,1228;0,9492;0,980
10,228977;-0,2520;0,1118;0,9369;0,977
10,232977;-0,3036;0,0934;0,9274;0,980
10,233409;-0,3459;0,0773;0,9181;0,984
10,238248;-0,3816;0,0641;0,9145;0,993
10,239085;-0,3972;0,0624;0,8998;0,986
10,242185;-0,4043;0,0614;0,8885;0,978
10,243617;-0,4610;0,0846;0,8504;0,971
10,247883;-0,5131;0,0756;0,8514;0,997
10,249201;-0,4586;0,0665;0,8553;0,973
10,251920;-0,4442;0,0763;0,8206;0,936
10,255012;-0,4486;0,0731;0,8137;0,932
10,257125;-0,4398;0,0724;0,8555;0,965
10,258743;-0,4319;0,0617;0,9184;1,017
10,262305;-0,4163;0,0521;0,9863;1,072
10,264801;-0,4170;0,0463;1,0196;1,103
10,266311;-0,4219;0,0445;1,0137;1,099
10,270683;-0,4270;0,0419;0,9980;1,086
10,272140;-0,4207;0,0353;0,9968;1,083
10,273771;-0,4082;0,0350;1,0051;1,085
10,276182;-0,3916;0,0328;0,9770;1,053
10,278489;-0,3809;0,0321;0,9269;1,003
10,281108;-0,3694;0,0299;0,8983;0,972
10,290980;-0,3620;0,0313;0,8793;0,951
10,292404;-0,3549;0,0309;0,8548;0,926
10,292814;-0,3408;0,0284;0,8455;0,912
10,295018;-0,3278;0,0316;0,8502;0,912
10,300974;-0,3217;0,0345;0,8661;0,925
10,301902;-0,3219;0,0284;0,8890;0,946
10,302199;-0,3239;0,0274;0,8991;0,956
10,302530;-0,3215;0,0279;0,9203;0,975
10,316433;-0,3202;0,0225;0,9514;1,004
10,317771;-0,3202;0,0245;0,9792;1,031
10,318635;-0,3207;0,0274;0,9787;1,030
10,318867;-0,3259;0,0340;0,9445;1,000
10,319064;-0,3307;0,0353;0,9174;0,976
10,319253;-0,3337;0,0450;0,9042;0,965
10,325433;-0,3325;0,0507;0,8954;0,956
10,326653;-0,3373;0,0624;0,8775;0,942
10,327068;-0,3510;0,0744;0,8685;0,940
10,327364;-0,3772;0,0805;0,8592;0,942
10,328723;-0,4129;0,0758;0,8397;0,939
10,332198;-0,4395;0,0497;0,8159;0,928
10,334623;-0,3845;0,0414;0,8377;0,923
10,337022;-0,3696;0,0546;0,9193;0,992
10,339395;-0,4087;0,0443;0,9731;1,056
10,341705;-0,3821;0,0494;0,9775;1,051
10,343263;-0,3716;0,0482;0,9949;1,063
10,347406;-0,3963;0,0404;0,9934;1,070
10,349410;-0,3848;0,0509;0,9946;1,068
10,353113;-0,3967;0,0416;0,9692;1,048
10,356245;-0,3967;0,0455;0,9692;1,048
10,357067;-0,4002;0,0431;0,9267;1,010
10,359534;-0,3811;0,0560;0,8888;0,969
10,361867;-0,3860;0,0607;0,8907;0,973
10,363500;-0,3835;0,0394;0,9035;0,982
10,365863;-0,3721;0,0423;0,8621;0,940
10,371543;-0,4092;0,0482;0,8042;0,904
10,372359;-0,4092;0,0595;0,7634;0,868
10,374701;-0,4104;0,0543;0,8257;0,924
10,376254;-0,3948;0,0438;0,8714;0,958
10,378493;-0,3838;0,0487;0,9137;0,992
10,380891;-0,3877;0,0450;0,9372;1,015
10,384857;-0,3757;0,0443;0,9956;1,065
10,387544;-0,3838;0,0433;1,0215;1,092
10,388699;-0,3901;0,0443;0,9648;1,042
10,391509;-0,3975;0,0445;0,9350;1,017
10,394371;-0,3970;0,0433;0,9641;1,044
10,396148;-0,3862;0,0438;0,9765;1,051
10,399943;-0,3740;0,0519;0,9457;1,018
10,402158;-0,3911;0,0431;0,9318;1,011
10,405354;-0,3865;0,0455;0,9096;0,989
10,406205;-0,3904;0,0536;0,8810;0,965
10,409413;-0,3828;0,0558;0,8575;0,941
10,411878;-0,3926;0,0465;0,8609;0,947
10,414058;-0,3897;0,0497;0,8675;0,952
10,417020;-0,3826;0,0494;0,8577;0,940
10,418643;-0,3838;0,0470;0,8903;0,971
10,427398;-0,3914;0,0428;0,8937;0,977
10,428617;-0,3865;0,0489;0,9079;0,988
10,429156;-0,3931;0,0448;0,9074;0,990
10,429601;-0,3853;0,0453;0,9193;0,998
10,432163;-0,3870;0,0423;0,9374;1,015
10,435330;-0,3816;0,0448;0,9411;1,017
10,456551;-0,3755;0,0460;0,9286;1,003
10,457771;-0,3716;0,0421;0,9132;0,987
10,458124;-0,3652;0,0426;0,8947;0,967
10,458747;-0,3574;0,0463;0,8912;0,961
10,459073;-0,3523;0,0502;0,8898;0,958
10,459348;-0,3498;0,0477;0,8927;0,960
10,459625;-0,3571;0,0450;0,8993;0,969
10,459889;-0,3501;0,0448;0,8849;0,953
10,460556;-0,3584;0,0421;0,8890;0,959
10,461391;-0,3686;0,0406;0,8959;0,970
10,461676;-0,3743;0,0384;0,9110;0,986
10,463377;-0,3757;0,0355;0,9274;1,001
10,466331;-0,3711;0,0306;0,9575;1,027
10,470362;-0,3681;0,0311;0,9780;1,045
10,472166;-0,3640;0,0321;0,9817;1,047
10,474481;-0,3713;0,0318;0,9856;1,054
10,476036;-0,4109;0,0284;0,9604;1,045
10,478999;-0,4424;0,0243;0,9440;1,043
10,481167;-0,4657;0,0213;0,9069;1,020
10,483147;-0,4999;0,0120;0,8780;1,010
10,486314;-0,5375;0,0115;0,8719;1,024
10,488981;-0,5441;0,0035;0,8739;1,029
10,491368;-0,4923;-0,0004;0,8746;1,004
10,493391;-0,4500;-0,0036;0,8570;0,968
10,496244;-0,4339;-0,0070;0,8436;0,949
10,498139;-0,4295;-0,0075;0,8653;0,966
10,501135;-0,4180;0,0013;0,8932;0,986
10,504891;-0,4019;0,0137;0,9149;0,999
10,507886;-0,3821;0,0157;0,9318;1,007
10,508342;-0,3752;0,0150;0,9614;1,032
10,512262;-0,3767;0,0189;0,9868;1,056
10,514312;-0,3919;0,0169;0,9841;1,059
10,517152;-0,3879;0,0177;0,9675;1,043
10,518756;-0,3882;0,0230;0,9614;1,037
10,522137;-0,3928;0,0287;0,9560;1,034
10,524128;-0,3919;0,0309;0,9433;1,022
10,525855;-0,3899;0,0299;0,9313;1,010
10,529494;-0,3904;0,0311;0,9130;0,993
10,533376;-0,3982;0,0299;0,8981;0,983
10,533843;-0,3989;0,0284;0,8915;0,977
10,541305;-0,4024;0,0255;0,8903;0,977
10,545990;-0,4068;0,0289;0,8815;0,971
10,546410;-0,3989;0,0321;0,8944;0,980
10,546758;-0,3909;0,0377;0,9162;0,997
10,547043;-0,3821;0,0497;0,9171;0,995
10,550429;-0,3659;0,0602;0,9076;0,980
10,551034;-0,3559;0,0697;0,9081;0,978
10,559909;-0,3513;0,0878;0,9110;0,980
10,560868;-0,3557;0,1030;0,9064;0,979
10,561215;-0,3559;0,1157;0,8898;0,965
10,561506;-0,3454;0,1394;0,8795;0,955
10,564258;-0,3483;0,1690;0,8788;0,960
10,566854;-0,3369;0,1971;0,8885;0,970
10,570330;-0,3307;0,2364;0,9086;0,995
10,571173;-0,3591;0,2816;0,9167;1,024
10,573443;-0,4163;0,2692;0,8548;0,988
10,576599;-0,4053;0,1267;0,8316;0,934
10,579461;-0,3701;-0,0156;0,9064;0,979
10,582555;-0,3686;0,0010;1,0142;1,079
10,583076;-0,3745;0,1042;1,0088;1,081
10,587124;-0,3999;0,0744;0,8939;0,982
10,589155;-0,4046;0,0392;0,9015;0,989
10,592513;-0,3923;0,0680;0,9910;1,068
10,594212;-0,3992;0,0577;0,9802;1,060
10,597515;-0,3906;0,0553;0,9296;1,010
10,598289;-0,3889;0,0673;0,9453;1,024
10,600800;-0,4033;0,0519;0,9541;1,037
10,604126;-0,4055;0,0511;0,9198;1,007
10,606518;-0,4065;0,0624;0,8768;0,968
10,609169;-0,4129;0,0614;0,8631;0,959
10,611193;-0,4295;0,0514;0,8526;0,956
10,613064;-0,4471;0,0487;0,8485;0,960
10,615456;-0,4537;0,0470;0,8541;0,968
10,619896;-0,4598;0,0460;0,8585;0,975
10,622003;-0,4644;0,0406;0,8763;0,993
10,623619;-0,4740;0,0274;0,8907;1,009
10,625883;-0,4918;0,0113;0,9171;1,041
10,628088;-0,5045;-0,0002;0,9411;1,068
10,633187;-0,4930;0,0040;0,9560;1,076
10,633633;-0,4794;0,0086;0,9714;1,083
10,637234;-0,4940;0,0042;0,9619;1,081
10,639306;-0,5168;-0,0002;0,9521;1,083
10,641125;-0,5165;-0,0026;0,9450;1,077
10,643905;-0,5165;-0,0080;0,9396;1,072
10,646609;-0,5080;-0,0105;0,9311;1,061
10,648151;-0,4918;-0,0063;0,9269;1,049
10,650769;-0,4957;-0,0078;0,9086;1,035
10,656510;-0,4996;-0,0068;0,8905;1,021
10,658000;-0,5084;-0,0048;0,8856;1,021
10,658730;-0,4816;0,0005;0,8751;0,999
10,661611;-0,4588;0,0010;0,8861;0,998
10,663522;-0,4754;0,0035;0,8890;1,008
10,665874;-0,4835;0,0015;0,8680;0,994
10,686941;-0,4498;0,0005;0,8607;0,971
10,688091;-0,4121;0,0106;0,8890;0,980
10,688547;-0,3980;0,0167;0,9211;1,003
10,688895;-0,4011;0,0216;0,9176;1,002
10,689208;-0,4305;0,0164;0,8971;0,995
10,689493;-0,4776;0,0084;0,8939;1,014
10,689765;-0,5432;-0,0029;0,9255;1,073
10,690038;-0,5960;-0,0288;0,9470;1,119
10,690507;-0,5796;-0,0373;0,9861;1,144
10,690764;-0,5576;-0,0293;1,0240;1,166
10,693852;-0,5434;-0,0266;1,0002;1,139
10,695415;-0,5287;-0,0161;0,9323;1,072
10,698632;-0,5104;-0,0017;0,8761;1,014
10,700355;-0,5036;-0,0014;0,8211;0,963
10,703355;-0,4896;0,0076;0,8037;0,941
10,706572;-0,4845;0,0252;0,8199;0,953
10,708334;-0,4346;0,0199;0,8744;0,977
10,711530;-0,4124;0,0135;0,9462;1,032
10,713170;-0,4310;-0,0019;0,9428;1,037
10,716018;-0,4253;-0,0114;0,8969;0,993
10,721034;-0,4635;-0,0178;0,8815;0,996
10,722188;-0,4874;-0,0193;0,8868;1,012
10,725399;-0,4488;-0,0078;0,9225;1,026
10,725899;-0,4165;0,0064;0,9866;1,071
10,729980;-0,4019;0,0179;1,0056;1,083
10,730584;-0,3889;0,0533;0,9643;1,041
10,733804;-0,3542;0,1665;0,9624;1,039
10,737522;-0,3730;0,3085;1,1406;1,239
10,738413;-0,3584;0,3171;1,1760;1,270
10,741305;-0,3068;0,2589;0,7473;0,848
10,743727;-0,2919;0,2130;0,3408;0,497
10,747726;-0,3051;0,1658;0,3984;0,528
10,748074;-0,3134;0,1829;0,8052;0,883
10,754233;-0,2924;0,2523;1,1347;1,199
10,755034;-0,2552;0,2728;1,2105;1,267
10,756859;-0,1968;0,2680;1,1547;1,202
10,759701;-0,1494;0,2660;1,1237;1,164
10,760483;-0,1885;0,2420;1,0689;1,112
10,763635;-0,2933;0,2022;0,9022;0,970
10,767010;-0,3765;0,1599;0,7152;0,824
10,768137;-0,4141;0,1274;0,6776;0,804
10,773724;-0,3845;0,1164;0,8037;0,899
10,782087;-0,3662;0,1123;0,9792;1,051
10,782448;-0,3909;0,1054;1,0601;1,135
10,782716;-0,4427;0,0876;1,0164;1,112
10,782982;-0,4938;0,0621;0,9189;1,045
10,783428;-0,4889;0,0553;0,8458;0,978
10,792408;-0,4772;0,0612;0,8299;0,959
10,793126;-0,4710;0,0658;0,8536;0,977
10,793399;-0,4339;0,0766;0,8983;1,001
10,793675;-0,3941;0,0859;0,9387;1,022
10,796688;-0,4371;0,0756;0,9152;1,017
10,797955;-0,4346;0,0707;0,8585;0,965
10,802061;-0,3975;0,0790;0,8734;0,963
10,803708;-0,3728;0,0785;0,9164;0,992
10,805621;-0,3606;0,0639;0,9277;0,997
10,808765;-0,3703;0,0675;0,9450;1,017
10,810966;-0,4058;0,0685;0,9611;1,046
10,812827;-0,4390;0,0702;0,9499;1,049
10,816508;-0,3347;0,0944;0,9819;1,042
10,818230;-0,2992;0,1147;1,0142;1,064
10,821422;-0,3202;0,1301;0,9690;1,029
10,823804;-0,3303;0,1233;0,8966;0,963
10,826281;-0,2999;0,1193;0,8639;0,922
10,828558;-0,2980;0,1123;0,8783;0,934
10,831494;-0,3122;0,1191;0,8502;0,913
10,833090;-0,3009;0,1372;0,7971;0,863
10,836885;-0,2897;0,1594;0,8372;0,900
10,838102;-0,2836;0,1841;0,9250;0,985
